type,title,rating,duration,listed_in,IMDb,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
Movie,the lord of the rings: the return of the king,PG-13,201 min,"Action_Adventure, Sci_Fi_Fantasy",8.8,elijah wood,ian mckellen,liv tyler,viggo mortensen,sean astin,cate blanchett,john rhys-davies,bernard hill,billy boyd,dominic monaghan,orlando bloom,hugo weaving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,twice,TV-14,53 min,"Documentaries, InternationalMovies",8.8,stuart varnam-atkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,friday night lights,TV-14,5 Seasons,"TVDramas, TeenTVShows",8.7,kyle chandler,connie britton,aimee teegarden,taylor kitsch,jesse plemons,minka kelly,zach gilford,adrianne palicki,derek phillips,brad leland,gaius charles,timothy f. crowley,louanne stephens,stacey oristano,scott porter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,chhota bheem aur krishna vs zimbara,TV-Y7,64 min,Children_FamilyMovies,8.7,vatsal dubey,julie tejwani,rupa bhimani,jigna bhardwaj,rajesh kava,mousam,swapnil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,puffin rock,TV-Y,2 Seasons,KidsTV,8.7,chris o'dowd,kate mccafferty,sally mcdaid,geraldine cole,brian mcmonagle,darragh gargan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,rehmataan,TV-14,116 min,"Dramas, InternationalMovies, RomanticMovies",8.7,guggu gill,sukhjinder shera,surinder shinda,deep dhillon,jasmine jassi,gurvinder brar,razia sukhvir,raj virk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,gameboys level-up edition,TV-14,1 Season,"InternationalTvShows, RomanticTVShows, TVComedies",8.7,kokoy de santos,elijah canlas,adrianna so,kyle velino,jerom canlas,sue prado,rommel canlas,miggy jimenez,angeli nicole sanoy,kych minemoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,domestic disturbance,PG-13,89 min,Thrillers,8.7,john travolta,vince vaughn,teri polo,matt o'leary,ruben santiago-hudson,susan floyd,angelica page,steve buscemi,chris ellis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,fate: the winx saga,TV-MA,1 Season,"BritishTVShows, InternationalTvShows, TVDramas",8.7,abigail cowen,hannah van der westhuysen,precious mustapha,eliot salt,elisha applebaum,danny griffin,sadie soverall,freddie thorp,rob james-collier,eve best,lesley sharp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,busted!,TV-14,3 Seasons,"CrimeTVShows, InternationalTvShows, KoreanTVShows",8.7,yoo jae-suk,ahn jae-wook,kim jong-min,lee kwang-soo,park min-young,sehun,kim se-jeong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,survivor,TV-14,2 Seasons,RealityTV,8.7,jeff probst,jerri manthey,colby donaldson,rupert boneham,parvati shallow,rob mariano,amanda kimmel,james clement,amber brkich,alicia calaway,ethan zohn,tina wesson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the boys in the band: something personal,TV-MA,28 min,"Documentaries, LGBTQMovies",8.7,jim parsons,zachary quinto,matt bomer,andrew rannells,charlie carver,robin de jesãºs,brian hutchison,michael benjamin washington,tuc watkins,joe mantello,ned martel,mart crowley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,making the witcher,TV-MA,33 min,Documentaries,8.7,henry cavill,anya chalotra,freya allan,eamon farren,mimi ndiweni,adam levy,myanna buring,joey batey,lauren schmidt hissrich,tomasz bagiå„ski,andrew laws,sneha koorse,declan de barra,beau demayo,simon emanuel,ivã¡n pohã¡rnok,tim aslam,charlotte brã¤ndstrã¶m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the royal hibiscus hotel,TV-PG,90 min,"Comedies, InternationalMovies, RomanticMovies",8.7,zainab balogun,kenneth okolie,deyemi okanlawon,joke silva,olu jacobs,jide kosoko,rachel oniga,kemi lala akindoju,ini dima-okojie,toni tones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,#friendbutmarried,TV-G,102 min,"Dramas, InternationalMovies, RomanticMovies",8.7,adipati dolken,vanesha prescilla,rendi jhon,beby tsabina,denira wiraguna,refal hady,diandra agatha,sari nila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,bye bye london,TV-14,177 min,"Comedies, Dramas, InternationalMovies",8.7,abdulhussain abdulredah,ghanem al-saleh,mariam al-ghadban,dawood hussain,entesar alsharah,mohamed gaber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,the universe: ancient mysteries solved,TV-PG,1 Season,"Docuseries, Science _ Nature TV",8.7,erik thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,all the freckles in the world,TV-14,90 min,"Comedies, InternationalMovies, RomanticMovies",8.7,hã¡nssel casillas,loreto peralta,andrea sutton,luis de la rosa,alejandro flores,anajosã© aldrete,daniel haddad,montserrat maraã±ã³n,juan carlos viana prieto,hernã¡n del riego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,true: grabbleapple harvest,TV-Y,24 min,Children_FamilyMovies,8.7,michela luci,jamie watson,eric peterson,anna claire bartlam,nicolas aqui,cory doran,julie lemieux,derek mcgrath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,kakegurui,TV-MA,2 Seasons,"InternationalTvShows, TVDramas, TV Thrillers",8.7,minami hamabe,mahiro takasugi,aoi morikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,historical roasts,TV-MA,1 Season,"StandUpComedy _ Talk Shows, TVComedies",8.7,jeff ross,bob saget,james adomian,rachel feinstein,jerry minor,ayden mayeri,jaleel white,natasha leggero,yamaneika saunders,john stamos,nikki glaser,seth green,fortune feimster,jon lovitz,mindy rickles,gilbert gottfried,sasheer zamata,brandon t. jackson,ryan phillippe,ken marino,bridget everett,john gemberling,leonardo nam,josh homme,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,olympus has fallen,R,119 min,Action_Adventure,8.7,gerard butler,aaron eckhart,morgan freeman,finley jacobsen,dylan mcdermott,rick yune,angela bassett,melissa leo,radha mitchell,cole hauser,ashley judd,robert forster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,unbreakable kimmy schmidt,TV-14,4 Seasons,TVComedies,8.7,ellie kemper,jane krakowski,tituss burgess,carol kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,ittefaq,TV-MA,105 min,"Dramas, InternationalMovies, Thrillers",8.7,sidharth malhotra,sonakshi sinha,akshaye khanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,vexed,TV-MA,2 Seasons,"BritishTVShows, CrimeTVShows, InternationalTvShows",8.7,toby stephens,miranda raison,lucy punch,nick dunning,rory kinnear,ronny jhutti,roger griffiths,patrick baladi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,devrai,TV-PG,123 min,"Dramas, InternationalMovies",8.7,atul kulkarni,sonali kulkarni,tushar dalvi,devika daftardar,amruta subhash,mohan agashe,ashwin chitale,jyoti subhash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,eeda,TV-14,153 min,"Dramas, InternationalMovies, RomanticMovies",8.7,shane nigaam,nimisha sajayan,manikandan r. achari,alencier ley lopez,sujith sankar,p. balachandran,sudhi koppa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,el cartel 2,TV-MA,1 Season,"CrimeTVShows, InternationalTvShows, Spanish_LanguageTVShows",8.7,diego cadavid,robinson dã­az,patricia manterola,carolina guerra,john ãlex toro,luis eduardo arango,alejandro martã­nez,juan sebastiã¡n aragã³n,vã­ctor mallarino,santiago moure,carlos echavarrã­a,john gertz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,eyyvah eyyvah 3,TV-PG,103 min,"Comedies, InternationalMovies",8.7,demet akbaäÿ,ata demirer,ã–zge borak,salih kalyon,tanju tuncel,serra yä±lmaz,tarä±k ãœnlã¼oäÿlu,ayåÿenil åžamlä±oäÿlu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,golmaal: fun unlimited,TV-14,148 min,"Comedies, InternationalMovies",8.7,ajay devgn,tusshar kapoor,arshad warsi,sharman joshi,paresh rawal,rimi sen,sushmita mukherjee,vrajesh hirjee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,good people,R,90 min,"Action_Adventure, Thrillers",8.7,james franco,kate hudson,tom wilkinson,omar sy,sam spruell,anna friel,thomas arnold,oliver dimsdale,diana hardcastle,michael jibson,diarmaid murtagh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,mad max,R,93 min,"Action_Adventure, ClassicMovies, CultMovies",8.7,mel gibson,joanne samuel,hugh keays-byrne,steve bisley,tim burns,roger ward,lisa aldenhoven,bertrand cadart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,on yoga the architecture of peace,TV-14,92 min,"Documentaries, Faith _ Spirituality",8.7,michael oâ€™neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,one night stand,TV-MA,93 min,"Dramas, InternationalMovies, Music_Musicals",8.7,tanuj virwani,sunny leone,narendra jetley,aamir ahmed,kapil punjabi,madhurima banerjee,ninad kamat,geeta bisht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the mask of zorro,PG-13,138 min,"Action_Adventure, RomanticMovies",8.7,antonio banderas,anthony hopkins,catherine zeta-jones,stuart wilson,matt letscher,tony amendola,pedro armendã¡riz jr.,william marquez,josã© pã©rez,victor rivers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,the underwear,TV-MA,1 Season,"InternationalTvShows, TVDramas, TeenTVShows",8.7,thanabordee jaiyen,emika grant emma,tantimedh chisanusha,siribanchawan jidapa,supanut sudjinda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,the great british baking show,TV-14,9 Seasons,"BritishTVShows, RealityTV",8.6,mel giedroyc,sue perkins,mary berry,paul hollywood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,love on the spectrum,TV-14,2 Seasons,"Docuseries, InternationalTvShows, RealityTV",8.6,brooke satchwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,numberblocks,TV-Y,6 Seasons,KidsTV,8.6,beth chalmers,david holt,marcel mccalla,teresa gallagher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,hometown cha-cha-cha,TV-14,1 Season,"InternationalTvShows, RomanticTVShows, TVComedies",8.6,shin min-a,kim seon-ho,lee sang-yi,gong min-jeung,kim young-ok,cho han-cheul,in gyo-jin,lee bong-ryeon,cha cheong-hwa,kang hyung-suk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,chhota bheem and the shinobi secret,TV-Y7,64 min,Children_FamilyMovies,8.6,vatsal dubey,julie tejwani,rupa bhimani,jigna bhardwaj,rajesh kava,mousam,swapnil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,shtisel,TV-14,3 Seasons,"InternationalTvShows, TVDramas",8.6,doval'e glickman,michael aloni,ayelet zurer,neta riskin,shira haas,sarel piterman,zohar shtrauss,orly silbersatz banai,sasson gabai,shlomo shitrit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,young royals,TV-MA,1 Season,"InternationalTvShows, RomanticTVShows, TVDramas",8.6,edvin ryding,omar rudberg,malte gã¥rdinger,frida argento,nikita uggla,pernilla august,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,pose,TV-MA,2 Seasons,TVDramas,8.6,mj rodriguez,billy porter,evan peters,kate mara,james van der beek,dominique jackson,angelica ross,hailie sahar,ryan jamaal swain,indya moore,dyllon burnside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,schitt's creek,TV-MA,6 Seasons,TVComedies,8.6,eugene levy,catherine o'hara,daniel levy,annie murphy,chris elliott,jennifer robertson,emily hampshire,tim rozon,sarah levy,dustin milligan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,"love, death _ robots",TV-MA,2 Seasons,"TVAction_Adventure, TVHorror, TVSci_Fi_Fantasy",8.6,topher grace,mary elizabeth winstead,gary cole,samira wiley,daisuke tsuji,maurice lamarche,rebecca riedy,helen sadler,hayley mclaughlin,time winters,elly condron,stefan kapicic,bruce thomas,jeff berg,aaron himelstein,carlos alazraqui,jill talley,brian bloom,chris cox,michael benyaer,fred tatasciore,scott whyte,josh brener,gary anthony williams,chris parnell,graham hamilton,adam bartley,kevin michael richardson,emma thornett,henry douthwaite,madeleine knight,rebecca banatvala,kirk thornton,yuri lowenthal,elaine tan,matthew yang king,gwendoline yeo,neil kaplan,g.k. bowes,courtenay taylor,,,,,,,,,,
Movie,the clovehitch killer,TV-MA,109 min,"Dramas, IndependentMovies, Thrillers",8.6,dylan mcdermott,charlie plummer,samantha mathis,madisen beaty,brenna sherman,lance chantiles-wertz,emma jones,jonathan riggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,zack and miri make a porno,R,101 min,"Comedies, IndependentMovies, RomanticMovies",8.6,seth rogen,elizabeth banks,craig robinson,jason mewes,jeff anderson,traci lords,katie morgan,ricky mabe,justin long,brandon routh,tyler labine,tom savini,tisha campbell-martin,jennifer schwalbach,gerry bednob,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,beverly hills ninja,PG-13,89 min,"Action_Adventure, Comedies",8.6,chris farley,nicollette sheridan,robin shou,nathaniel parker,soon-tek oh,keith cooke,chris rock,franã§ois chau,dale ishimoto,daming chen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,case 39,R,111 min,"HorrorMovies, Thrillers",8.6,renã©e zellweger,jodelle ferland,ian mcshane,bradley cooper,callum keith rennie,adrian lester,kerry o'malley,cynthia stevenson,alexander conti,philip cabrita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,a california christmas,PG-13,107 min,"Comedies, RomanticMovies",8.6,lauren swickard,josh swickard,ali afshar,david del rio,natalia mann,katelyn epperly,gunnar anderson,julie lancaster,amanda detmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,operation christmas drop,TV-G,96 min,"Children_FamilyMovies, Comedies, RomanticMovies",8.6,kat graham,alexander ludwig,virginia madsen,janet kidder,jeff joseph,bethany brown,trezzo mahoro,rohan campbell,aliza vellani,aaron douglas,xavier de guzman,bruce best,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,stolen away,TV-MA,1 Season,"CrimeTVShows, InternationalTvShows, Spanish_LanguageTVShows",8.6,daniel grao,carolina lapausa,melani olivares,adriana paz,fernando solã³rzano,juan carlos messier,jon arias,verã³nica velã¡squez,david trejos,ana maria orozco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,david attenborough: a life on our planet,PG,84 min,Documentaries,8.6,david attenborough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the take,R,92 min,"Action_Adventure, InternationalMovies",8.6,idris elba,richard madden,charlotte le bon,kelly reilly,josã© garcia,vincent londez,arieh worthalter,mohamed makhtoumi,thã©o costa-marini,jã©rã´me gaspard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,banana split,TV-MA,84 min,"Comedies, Dramas, IndependentMovies",8.6,hannah marks,liana liberato,dylan sprouse,luke spencer roberts,jessica hecht,addison riecke,meagan kimberly smith,haley ramm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,megalobox,TV-MA,1 Season,"AnimeSeries, InternationalTvShows",8.6,yoshimasa hosoya,shiro saito,hiroki yasumoto,nanako mori,michiyo murase,hiroyuki kinoshita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,bleach,TV-14,5 Seasons,"AnimeSeries, InternationalTvShows",8.6,masakazu morita,fumiko orikasa,yuki matsuoka,noriaki sugiyama,hiroki yasumoto,kentaro ito,ryotaro okiayu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,wildling,R,93 min,"HorrorMovies, IndependentMovies, Sci_Fi_Fantasy",8.6,bel powley,brad dourif,liv tyler,collin kelly-sordelet,james le gros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,miss culinary,TV-14,1 Season,"InternationalTvShows, RomanticTVShows, TVComedies",8.6,wanida termthanaporn,jason young,thanawin teeraphosukarn,thanabordee jaiyen,chonnikan netjui,passaranan ussadamongkol,janya thanasawangkun,jaturong mokjok,panadda wongphudeeï¸ï¸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,invader zim: enter the florpus,TV-Y7,72 min,"Children_FamilyMovies, Comedies, Sci_Fi_Fantasy",8.6,richard steven horvitz,rikki simons,andy berman,melissa fahn,rodger bumpass,jhonen vasquez,wally wingert,kevin mcdonald,olivia d'abo,eric bauza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,cannon busters,TV-MA,1 Season,"AnimeSeries, InternationalTvShows",8.6,yoshitsugu matsuoka,hinaki yano,shiori izawa,junji majima,yosuke akimoto,nobuyuki hiyama,takaya kuroda,katsuhisa houki,taro yamaguchi,junko minagawa,tomomi maruyama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,letâ€™s eat,TV-PG,1 Season,"InternationalTvShows, KoreanTVShows, RomanticTVShows",8.6,lee soo-kyung,yoon du-jun,yoon so-hui,shim hyoung-tak,do-yeon lee,jang won-young,jung soo-young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,comedians of the world,TV-MA,13 Seasons,"StandUpComedy _ Talk Shows, TVComedies",8.6,neal brennan,chris d'elia,nicole byer,nick swardson,deanne smith,ivan decker,dave merheje,k. trevor wilson,joel dommett,mae martin,nish kumar,ellie taylor,urzila carlson,joel creasey,nazeem hussain,cal wilson,riaad moosa,tumi morake,loyiso gola,loyiso madinga,atul khatri,aditi mittal,amit tandon,franco escamilla,hugo el cojo feliz,gaby llanas,enissa amani,ilka bessin,kaya yanar,thiago ventura,mhel merrer,afonso padilha,shirley souagnon,jason brokerss,tania dutel,donel jack'sman,ibraheem alkhairallah,rawsan hallak,adi khalefa,moayad alnefaie,louis-josã© houde,franã§ois bellefeuille,katherine levac,adib alkhalidey,martijn koning,soundos el ahmadi,rayen panday,,,
Movie,sommore: the reign continues,TV-MA,93 min,StandUpComedy,8.6,sommore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,illang: the wolf brigade,TV-MA,140 min,"Action_Adventure, InternationalMovies, Sci_Fi_Fantasy",8.6,gang dong-won,han hyo-joo,jung woo-sung,kim mu-yeol,han ye-ri,choi min-ho,shin eun-soo,kim beop-rae,lee dong-ha,jung won-joong,choi jin-ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,the curious creations of christine mcconnell,TV-PG,1 Season,"TVComedies, TVMysteries",8.6,christine mcconnell,colleen smith,adam mayfield,michael oosterom,drew massey,mick ignis,tim lagasse,dita von teese,steven m. porter,elko weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the land of steady habits,TV-MA,98 min,"Comedies, Dramas, IndependentMovies",8.6,ben mendelsohn,edie falco,connie britton,thomas mann,bill camp,elizabeth marvel,charlie tahan,michael gaston,josh pais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,quantico,TV-14,3 Seasons,"CrimeTVShows, TVDramas, TVMysteries",8.6,priyanka chopra,josh hopkins,jake mclaughlin,aunjanue ellis,yasmine al massri,johanna braddy,tate ellington,graham rogers,anabelle acosta,russell tovey,blair underwood,pearl thusi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,trollhunters,TV-Y7,3 Seasons,"KidsTV, TVAction_Adventure, TVSci_Fi_Fantasy",8.6,kelsey grammer,anton yelchin,charlie saxton,lexi medrano,fred tatasciore,clancy brown,mark hamill,ron perlman,steven yeun,amy landecker,jonathan hyde,anjelica huston,lena headey,david bradley,tom kenny,laraine newman,grey griffin,james purefoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the titan,TV-MA,97 min,"Dramas, Sci_Fi_Fantasy, Thrillers",8.6,sam worthington,taylor schilling,agyness deyn,nathalie emmanuel,noah jupe,corey johnson,aleksandar jovanovic,diego boneta,tom wilkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,divines,TV-MA,107 min,"Dramas, IndependentMovies, InternationalMovies",8.6,dã©borah lukumuena,jisca kalvanda,kã©vin mischel,majdouline idrissi,oulaya amamra,yasin houicha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,netflix presents: the characters,TV-MA,1 Season,TVComedies,8.6,lauren lapkus,john early,henry zebrowski,kate berlant,natasha rothwell,paul w. downs,tim robinson,dr. brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,68 kill,R,96 min,"Comedies, IndependentMovies, Thrillers",8.6,matthew gray gubler,annalynne mccord,alisha boe,sheila vand,sam eidson,james moses black,ajay mehta,michael beasley,david maldonado,hallie grace bradley,peter jaymes jr.,eric podnar,lucy faust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,behind the curtain: todrick hall,TV-MA,100 min,"Documentaries, LGBTQMovies, Music_Musicals",8.6,todrick hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,cirque du freak: the vampire's assistant,PG-13,109 min,"Action_Adventure, HorrorMovies, Sci_Fi_Fantasy",8.6,john c. reilly,ken watanabe,josh hutcherson,chris massoglia,ray stevenson,patrick fugit,orlando jones,willem dafoe,salma hayek,michael cerveris,jane krakowski,frankie faison,patrick breen,colleen camp,don mcmanus,jessica carlson,kristen schaal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,fairy tail,TV-MA,1 Season,"AnimeSeries, InternationalTvShows",8.6,tetsuya kakihara,aya hirano,rie kugimiya,yuichi nakamura,sayaka ohara,satomi sato,yui horie,hiroki yasumoto,ryoko ono,hiroki touchi,shinpachi tsuji,wataru hatano,mai nakahara,katsuyuki konishi,eri kitamura,todd haberkorn,cherami leigh,tia lynn ballard,newton pittman,colleen clinkenbeard,brittney karbowski,jad saxton,christopher r. sabat,monica rial,rick keeling,r. bruce elliott,david wald,brina palencia,patrick seitz,jamie marchi,,,,,,,,,,,,,,,,,,,,
Movie,hustle _ flow,R,117 min,"Dramas, IndependentMovies, Music_Musicals",8.6,terrence howard,anthony anderson,taryn manning,taraji p. henson,dj qualls,ludacris,paula jai parker,elise neal,isaac hayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,kaabil,TV-14,139 min,"Dramas, InternationalMovies",8.6,hrithik roshan,yami gautam,ronit roy,rohit roy,narendra jha,girish kulkarni,sahidur rahaman,suresh menon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,mere papa hero hiralal,TV-14,1 Season,"InternationalTvShows, TVDramas",8.6,sarwar ahuja,riva arora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,money talks,R,96 min,"Action_Adventure, Comedies",8.6,charlie sheen,chris tucker,heather locklear,paul sorvino,gã©rard ismaã«l,damian chapa,elise neal,michael wright,veronica cartwright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,north _ south,NR,1 Season,"BritishTVShows, RomanticTVShows, TVDramas",8.6,daniela denby-ashe,richard armitage,tim pigott-smith,sinã©ad cusack,lesley manville,brendan coyle,anna maxwell martin,jo joyner,pauline quirke,kay lyon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,oh no! it's an alien invasion,TV-Y7-FV,2 Seasons,"KidsTV, TVAction_Adventure, TVSci_Fi_Fantasy",8.6,al mukadam,dan chameroy,seã¡n cullen,stacey depass,barbara mamabolo,robert tinkler,ryan cooley,brianna daguanno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,one direction: this is us,PG,92 min,"Documentaries, Music_Musicals",8.6,harry styles,niall horan,zayn malik,louis tomlinson,liam payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,pareeth pandaari,TV-PG,109 min,"Dramas, IndependentMovies, InternationalMovies",8.6,kalabhavan shajohn,sajitha madathil,jaffer idukki,sunil sukhada,joy mathew,ansiba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,rise of the zombie,TV-MA,83 min,"HorrorMovies, InternationalMovies",8.6,luke kenny,kirti kulhari,ashwin mushran,benjamin gilani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,sparkle,PG,98 min,"Dramas, Music_Musicals",8.6,tony king,mary alice,irene cara,dorian harewood,paul lambert,beatrice winde,lonette mckee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the world is not enough,PG-13,128 min,Action_Adventure,8.6,pierce brosnan,sophie marceau,robert carlyle,denise richards,robbie coltrane,judi dench,desmond llewelyn,john cleese,maria grazia cucinotta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
