type,title,rating,duration,listed_in,IMDb,c0,c1,c2,c3,c4,c5,c6
TV Show,disney vampirina,TV_Y7,3 Seasons,"Animation, Fantasy, Kids",6.5,isabella crovetti,lauren graham,james van der beek,jordan davis,wanda sykes,mitchell whitfield,
Movie,a spark story,TV_PG,88 min,Documentary,6.5,apthon corbin,louis gonzales,,,,,
Movie,flooded tombs of the nile,TV_PG,44 min,Documentary,6.5,devin e. haqq,,,,,,
Movie,jade eyed leopard,TV_PG,44 min,"Animals_Nature, Documentary",6.5,jeremy irons,,,,,,
Movie,smoky mountain park rangers,TV_PG,42 min,"Animals_Nature, Documentary",6.5,peter jessop,,,,,,
TV Show,mission force one,TV_Y,1 Season,"Action, Adventure, Animation, Kids",6.5,justin felbinger,fiona bishop,ivy bishop,issac ryan brown,sam lavagnino,dee bradley baker,
Movie,world's most dangerous shark?,TV_14,44 min,"Animals_Nature, Documentary",6.5,brain cade,,,,,,
TV Show,muppet babies,TV_Y,3 Seasons,"Animation, Kids",6.5,matt danner,melanie harrison,ben diskin,eric bauza,dee baker,jessica dicicco,
Movie,22 vs. earth,TV_PG,9 min,"Animation, Comedy, Family",6.5,tina fey,richard ayoade,alice braga,,,,
TV Show,pixar popcorn,TV_PG,1 Season,"Animation, Anthology, Family",6.5,ellen degeneres,craig t. nelson,holly hunter,keegan_michael key,jordan peele,,
Movie,mega hammerhead,TV_PG,43 min,"Animals_Nature, Documentary",6.5,neil hammerschlag,,,,,,
TV Show,the rocketeer,TV_Y,1 Season,"Action, Adventure, Animation, Kids",6.5,kitana turnbull,billy campbell,kathy najimy,callan farris,frank welker,,
Movie,the one and only ivan,PG,95 min,"Drama, Family, Fantasy",6.5,sam rockwell,angelina jolie,danny devito,helen mirren,brooklynn prince,ramã³n rodrã­guez,
Movie,cradle of the gods,TV_PG,45 min,"Documentary, Historical",6.5,tim conrad,,,,,,
TV Show,destination world,TV_G,1 Season,"Animals_Nature, Docuseries, Kids",6.5,rick robles,,,,,,
TV Show,fearless adventures with jack randall,TV_PG,1 Season,"Animals_Nature, Docuseries, Family",6.5,jack randall,,,,,,
Movie,pirates of the caribbean: dead men tell no tales,PG_13,129 min,"Action, Adventure, Fantasy",6.5,johnny depp,javier bardem,brenton thwaites,kaya scodelario,kevin mcnally,golshifteh farahani,
Movie,diary of a wimpy kid: rodrick rules,PG,100 min,"Comedy, Family",6.5,zachary gordon,devon bostick,rachael harris,robert capron,steve zahn,,
Movie,the mighty ducks,PG,104 min,"Comedy, Drama, Sports",6.5,emilio estevez,joss ackland,lane smith,heidi kling,josef sommer,joshua jackson,
TV Show,mighty med,TV_Y7,2 Seasons,"Comedy, ComingOfAge, Medical",6.5,bradley perry,jake short,paris berelc,devan leos,,,
Movie,star wars: the rise of skywalker (episode ix),PG_13,142 min,"Action, Adventure, Family, Sci_Fi",6.5,carrie fisher,mark hamill,adam driver,daisy ridley,john boyega,oscar isaac,
TV Show,muppet babies show and tell (shorts),TV_Y7,1 Season,"Animation, Kids",6.5,matt danner,melanie harrison,ben diskin,eric bauza,dee baker,jessica dicicco,
Movie,loop,PG,12 min,"Animation, Family",6.5,madison bandy,christiano delgado,louis gonzales,asher brodkey,erica milsom,,
Movie,cars toon: tokyo mater,G,8 min,"Animation, Comedy, Family",6.5,larry the cable guy ,keith ferguson,michael wallis,mach kobayashi,robert ito,,
TV Show,out there with jack randall,TV_14,1 Season,"Action, Adventure, Animals_Nature, Docuseries",6.5,jack randall,,,,,,
TV Show,the proud family,TV_G,2 Seasons,"Animation, Comedy, ComingOfAge",6.5,tommy davidson,paula parker,jo payton,kyla pratt,tara strong,karen white,
Movie,forky asks a question: what is a computer?,TV_G,6 min,"Animation, Comedy, Family",6.5,tony hale,kristen schaal,james brinkley,bob peterson,,,
TV Show,miles from tomorrowland,TV_Y,2 Seasons,"Action, Adventure, Animation, Kids",6.5,olivia munn,cullen mccarthy,fiona bishop,dee baker,tom kenny,,
Movie,almost angels,TV_PG,90 min,"ComingOfAge, Drama, Family",6.5,vincent winter,sean scully,peter weck,hans holt,bruni lã¶bel,fritz eckhardt,
Movie,atlantis rising,TV_PG,94 min,"Documentary, Historical",6.5,georgeos diaz_montexano,peter vincenti,richard freund,simcha jacobovici,charles pellegrino,fã©lix rodrigues,
Movie,bizarre dinosaurs,TV_PG,46 min,"Animals_Nature, Documentary, Family",6.5,peter cullen,,,,,,
Movie,cars toon: mater private eye,TV_Y7,6 min,"Animation, Comedy, Family",6.5,larry the cable guy ,keith ferguson,,,,,
TV Show,disney's doug,TV_Y7,3 Seasons,"Animation, Comedy, ComingOfAge",6.5,connie shulman,doug preis,alice playten,chris phillips,fred newman,thomas mchugh,
TV Show,disney's mighty ducks,TV_Y7,1 Season,"Action, Adventure, Animation, Comedy",6.5,james belushi,brad garrett,jeff bennett,jennifer hale,clancy brown,tony jay,
Movie,genius,TV_G,86 min,"Comedy, ComingOfAge",6.5,trevor morgan,emmy rossum,yannick bisson,peter keleghan,philip granger,charles fleischer,
TV Show,kickin' it,TV_PG,4 Seasons,"Action, Adventure, Comedy, ComingOfAge",6.5,leo howard,dylan snyder,mateo arias,olivia holt,alex jones,jason earles,
TV Show,lego star wars: all stars,TV_Y7,1 Season,"Action, Adventure, Animation, Comedy",6.5,jasmin brown,josh peck,zeno robinson,max mittelman,matthew wood,,
TV Show,lego star wars: all stars (shorts),TV_Y7,1 Season,"Action, Adventure, Animation, Comedy",6.5,matthew wood,yvette brown,nicolas cantu,carolyn hennesy,montse hernandez,vanessa lengies,
TV Show,lost treasures of the maya,TV_PG,1 Season,"Docuseries, Historical",6.5,albert lin,,,,,,
Movie,mater and the ghostlight,TV_Y7,8 min,"Animation, Comedy, Family",6.5,larry the cable guy ,owen wilson,michael wallis,bonnie hunt,paul newman,cheech marin,
Movie,mickey's birthday party,TV_G,9 min,"Animation, Comedy, Family",6.5,walt disney,thelma boardman,pinto colvig,clarence nash,florence gill,,
Movie,miracle landing on the hudson,TV_G,44 min,"Action, Adventure, Documentary",6.5,todd boyce,miriam lucia,james mcgregor,nathan nolan,phillip wright,,
Movie,motocrossed,TV_G,92 min,"Drama, Sports",6.5,alana austin,riley smith,mary_margaret humes,trever o'brien,timothy carhart,scott terra,
Movie,national treasure: book of secrets,PG,125 min,"Action, Adventure, Mystery, Thriller",6.5,nicolas cage,jon voight,harvey keitel,ed harris,diane kruger,justin bartha,
Movie,one magic christmas,G,89 min,"Drama, Fantasy",6.5,mary steenburgen,gary basaraba,elizabeth harnois,arthur hill,wayne robson,jan rubes,
Movie,paris to pittsburgh,TV_PG,77 min,Documentary,6.5,rachel brosnahan,,,,,,
Movie,purl,PG,12 min,"Animation, Comedy, Family",6.5,bret parker,emily davis,kelsey mann,austin madison,erik langley,michael daley,
Movie,recess: school's out,G,87 min,"Animation, Comedy, Family",6.5,rickey collins,jason davis,ashely johnson,andy lawrence,courtland mead,pam segall,
Movie,star wars: the phantom menace (episode i),PG,136 min,"Action, Adventure, Sci_Fi",6.5,liam neeson,ewan mcgregor,natalie portman,jake lloyd,pernilla august,frank oz,
Movie,tangled before ever after,TV_Y7,58 min,"Animation, ComingOfAge, Fantasy",6.5,zachary levi,mandy moore,eden espinosa,clancy brown,julie bowen,laura benanti,
Movie,the adventures of bullwhip griffin,TV_PG,111 min,"Action, Adventure, Comedy, Family",6.5,roddy mcdowall,suzanne pleshette,karl malden,harry guardino,richard haydn,hermione baddeley,
Movie,the chronicles of narnia: prince caspian,PG,154 min,"Action, Adventure, Family, Fantasy",6.5,georgie henley,skandar keynes,william moseley,anna popplewell,ben barnes,peter dinklage,
Movie,the lost tomb of alexander the great,TV_PG,44 min,"Documentary, Historical",6.5,matt mcfetridge,,,,,,
Movie,the love bug (1969),G,108 min,"Action, Adventure, Comedy, Family",6.5,dean jones,michele lee,david tomlinson,buddy hackett,joe flynn,benson fong,
Movie,the mistle_tones,TV_PG,87 min,"Drama, Music",6.5,tia mowry,jonathan moore,andy gala,megan duffy,jason rogel,tammy townsend,
Movie,the santa clause,PG,98 min,"Comedy, Family, Fantasy",6.5,tim allen,judge reinhold,wendy crewson,eric lloyd,david krumholtz,larry brandenburg,
TV Show,the suite life of zack & cody,TV_G,3 Seasons,"Action, Adventure, Comedy, ComingOfAge",6.5,cole sprouse,dylan sprouse,brenda song,ashley tisdale,phill lewis,kim rhodes,
Movie,the ugly dachshund,TV_G,93 min,"Animals_Nature, Comedy, Family",6.5,dean jones,suzanne pleshette,charlie ruggles,kelly thordsen,parley baer,robert kino,
Movie,tin toy,TV_G,5 min,"Animation, Family, Kids",6.5,tinny ,billy,,,,,
Movie,ice age: a mammoth christmas,TV_G,23 min,"Animation, Comedy, Family",6.4,raymond albert romano,john leguizamo,denis leary,queen latifah,,,
Movie,a muppets christmas: letters to santa,G,45 min,"Comedy, Family, Musical",6.4,steve whitmire,dave goelz,bill barretta,eric jacobson,,,
TV Show,disney intertwined,TV_PG,1 Season,"Comedy, ComingOfAge, Drama",6.4,carolina domenech,josã© jimã©nez zapiola,kevsho,elena roger,clara alonso,emilia mernes,
Movie,muppets haunted mansion,TV_PG,53 min,"Comedy, Family, Musical",6.4,dave goelz,bill barretta,will arnett,taraji p. henson,yvette nicole brown,darren criss,
TV Show,"doogie kamealoha, m.d.",TV_PG,1 Season,"Comedy, ComingOfAge, Family",6.4,peyton elizabeth lee,emma meisel,matthew sato,wes tian,jeffrey bowyer_chapman,mapuana makia,
Movie,killer shark vs killer whale,TV_14,44 min,"Animals_Nature, Documentary",6.4,edward marcoux,,,,,,
Movie,growing fangs,TV_PG,20 min,"ComingOfAge, Fantasy",6.4,keyla monterroso mejia,cristela alonzo,grace song,olivia sullivent,gilberto ortiz,sean burgos,
TV Show,wicked tuna,TV_14,10 Seasons,"Action, Adventure, Animals_Nature, Docuseries",6.4,mike rowe,,,,,,
TV Show,race to the center of the earth,TV_14,1 Season,"Action, Adventure, Family, GameShow",6.4,chris payne gilbert,,,,,,
Movie,night at the museum,PG,109 min,"Action, Adventure, Comedy, Family",6.4,ben stiller,carla gugino,dick van dyke,mickey rooney,bill cobbs,jake cherry,
TV Show,elena of avalor,TV_Y7,3 Seasons,"Action, Adventure, Animation, Fantasy",6.4,aimee carrero,jenna ortega,keith ferguson,jillian reed,carlos alazraqui,mikey kelley,
Movie,black beauty,TV_PG,111 min,"Animals_Nature, ComingOfAge, Drama",6.4,mackenzie foy,kate winslet,iain glen,calam lynch,claire forlani,fern deacon,
Movie,lego star wars holiday special,TV_Y7_FV,48 min,"Action, Adventure, Animation, Comedy",6.4,helen sadler,omar miller,jake green,kelly marie tran,trevor devall,matt sloan,
Movie,notre dame: race against the inferno,TV_PG,45 min,Documentary,6.4,paul bandey,,,,,,
Movie,the undefeated presents: hamilton in_depth,TV_PG,33 min,"Historical, Musical",6.4,lin_manuel miranda,thomas kail,renee goldsberry,leslie odom jr.,daveed diggs,phillipa soo,
Movie,big sur: wild california,TV_PG,47 min,"Animals_Nature, Documentary, Family",6.4,hector elizondo,,,,,,
TV Show,alaska's grizzly gauntlet,TV_PG,1 Season,"Animals_Nature, Docuseries, Family",6.4,les stroud,,,,,,
Movie,chasing the equinox,TV_PG,45 min,Documentary,6.4,stefan frank,,,,,,
TV Show,disney mickey and the roadster racers _ chip 'n' dale's nutty tales (shorts),TV_Y,2 Seasons,"Action, Adventure, Animation, Buddy",6.4,tress macneille,corey burton,bret iwan,russi taylor,bill farmer,daniel ross,
Movie,pluto's purchase,TV_G,7 min,"Animation, Family",6.4,pinto colvig,james macdonald,,,,,
Movie,pluto's party,TV_G,8 min,"Animation, Family",6.4,jimmy macdonald,pinto colvig,,,,,
TV Show,be our chef,TV_G,1 Season,"Family, GameShow",6.4,angela kinsey,,,,,,
Movie,viking warrior women,TV_PG,44 min,"Documentary, Historical",6.4,ella al_shamahi,,,,,,
Movie,descendants 3,TV_G,109 min,"ComingOfAge, Fantasy, Musical",6.4,dove cameron,cameron boyce,sofia carson,booboo stewart,mitchell hope,sarah jefferey,
Movie,big business,PG,98 min,Comedy,6.4,bette midler,lily tomlin,fred ward,edward herrmann,michele placido,daniel gerroll,
Movie,cars toon: unidentified flying mater,TV_Y7,4 min,"Animation, Comedy, Family",6.4,larry the cable guy ,keith ferguson,,,,,
Movie,drain the titanic,TV_PG,45 min,"Documentary, Historical",6.4,russell boulter,,,,,,
TV Show,first class chefs: family style,TV_Y7,1 Season,"Family, GameShow",6.4,gia rã©,matt tebbutt,,,,,
Movie,wind,G,9 min,"Animation, Family, Fantasy",6.4,emilio fuentes,sonoko konishi,,,,,
TV Show,disney the lion guard,TV_Y,3 Seasons,"Action, Adventure, Animation, Comedy",6.4,max charles,diamond white,dusan brown,atticus shaffer,joshua rush,,
TV Show,sheriff callie's wild west,TV_Y,2 Seasons,"Animation, Kids, Western",6.4,mandy moore,lucas grabeel,,,,,
Movie,forky asks a question: what is art?,TV_G,7 min,"Animation, Comedy, Family",6.4,tony hale,robin downes,bob peterson,,,,
Movie,alice in wonderland,G,79 min,"Action, Adventure, Animation, Family",6.4,ed wynn,richard haydn,sterling holloway,jerry colonna,verna felton,pat o'malley,
Movie,cloud 9,TV_G,89 min,Sports,6.4,luke benward,dove cameron,mike manning,kiersey clemons,amy farrington,patrick fabian,
Movie,dinosaur,PG,84 min,"Action, Adventure, Animation, Family",6.4,d.b. sweeney,alfre woodard,ossie davis,max casella,hayden panettiere,samuel wright,
TV Show,elena of avalor (shorts),TV_Y,2 Seasons,"Action, Adventure, Animation, Fantasy",6.4,aimee carrero,jenna ortega,maximus riegel,gia lopez,desmond gerber,mick wingert,
TV Show,fantastic four (series),TV_Y7,1 Season,"Action, Adventure, Animation, Kids",6.4,beau weaver,lori alan,chuck mccann,brian green,stan lee,pauline lomas,
Movie,fun and fancy free,G,74 min,"Action, Adventure, Animation, Comedy",6.4,edgar bergen,dinah shore,luana patten,clarence nash,mickey mouse,cliff edwards,
Movie,geek charming,TV_G,99 min,"Comedy, ComingOfAge, Drama",6.4,sarah hyland,matt prokop,sasha pieterse,jordan nichols,vanessa morgan,lili simmons,
Movie,"honey, i shrunk the kids",PG,94 min,"Action, Adventure, Comedy, Family",6.4,rick moranis,matt frewer,marcia strassman,kristine sutherland,thomas brown,jared rushton,
TV Show,iron man armored adventures,TV_G,2 Seasons,"Action, Adventure, Animation, ComingOfAge",6.4,adrian petriw,daniel bacon,anna cummer,mackenzie gray,vincent tong,,
Movie,kingdom of the apes: battle lines,TV_PG,44 min,"Animals_Nature, Documentary",6.4,dan nachtrab,,,,,,
Movie,let it shine,TV_G,103 min,"ComingOfAge, Drama, Music",6.4,tyler williams,coco jones,trevor jackson,brandon smith,dawnn lewis,alex dã©sert,
Movie,"mickey, donald, goofy: the three musketeers",G,71 min,"Action, Adventure, Animation, Family",6.4,wayne allwine,tony anselmo,bill farmer,russi taylor,tress macneille,jim cummings,
Movie,mickey's twice upon a christmas,G,70 min,"Animation, Anthology, Comedy",6.4,wayne allwine,tony anselmo,jeff bennett,jim cummings,bill farmer,tress macneille,
Movie,muppets most wanted,PG,111 min,"Action, Adventure, Comedy, Family",6.4,ricky gervais,ty burrell,tina fey,steve whitmire,eric jacobson,dave goelz,
Movie,pooh's heffalump movie,G,73 min,"Action, Adventure, Animation, Kids",6.4,jim cummings,john fiedler,nikita hopkins,kath soucie,ken sansom,peter cullen,
Movie,recess: all growed down,G,61 min,"Animation, Comedy, Family",6.4,rickey collins,jason davis,ashley johnson,myles jeffrey,andrew lawrence,ross malinger,
Movie,sister act,PG,101 min,"Comedy, Crime, Family",6.4,whoopi goldberg,maggie smith,harvey keitel,bill nunn,mary wickes,kathy najimy,
Movie,the lion king 2: simba's pride,G,84 min,"Action, Adventure, Animation, Family",6.4,matthew broderick,neve campbell,andy dick,robert guillaume,james jones,moira kelly,
Movie,the shaggy dog,G,102 min,"Comedy, Family, Fantasy",6.4,fred macmurray,jean hagen,tommy kirk,annette funicello,tim considine,kevin corcoran,
Movie,the wizards return: alex vs. alex,TV_G,59 min,"Comedy, ComingOfAge, Fantasy",6.4,selena gomez,jake t. austin,jennifer stone,gregg sulkin,beau mirchoff,maria canals_barrera,
Movie,winged seduction: birds of paradise,TV_PG,45 min,"Action, Adventure, Animals_Nature, Documentary",6.4,josh goodman,,,,,,
Movie,tomorrowland,PG,131 min,"Action, Adventure, Sci_Fi",6.4,george clooney,hugh laurie,britt robertson,raffey cassidy,tim mcgraw,kathryn hahn,
TV Show,rolie polie olie,TV_Y,5 Seasons,"Animation, Sci_Fi",6.3,cole caplan,kristen bone,robert smith,catherine disher,adrian truss,len carlson,
TV Show,disney sydney to the max,TV_G,3 Seasons,"Comedy, ComingOfAge, Family",6.3,ruth righi,ava kolker,jackson dollinger,christian simon,ian kesler,caroline rhea,
TV Show,liv and maddie,TV_G,4 Seasons,"Comedy, ComingOfAge, Kids",6.3,dove cameron,joey bragg,tenzing norgay trainor,kali rocha,benjamin king,,
Movie,sky high,PG,101 min,"Action, Adventure, Comedy, Family",6.3,kelly preston,lynda carter,michael angarano,danielle panabaker,mary elizabeth winstead,bruce campbell,
TV Show,goldie & bear,TV_Y,2 Seasons,"Action, Adventure, Animation, Buddy",6.3,georgie kidder,justine huxley,natalie lander,jim cummings,david kaufman,david lodge,
Movie,the chronicles of narnia: the voyage of the dawn treader,PG,113 min,"Action, Adventure, Family, Fantasy",6.3,georgie henley,skandar keynes,ben barnes,will poulter,tilda swinton,,
Movie,magic camp,PG,101 min,"Comedy, Family",6.3,adam devine,gillian jacobs,nathaniel mcintyre,jeffrey tambor,cole sand,isabella crovetti,
TV Show,ufo europe: the untold stories,TV_PG,1 Season,"Docuseries, Reality",6.3,robert ashby,,,,,,
TV Show,super robot monkey team hyperforce go!,TV_Y7,2 Seasons,"Action, Adventure, Animation, Anime",6.3,greg cipes,"kevin michael	richardson",tom kenny,kari wahlgren,clancy brown,corey feldman,
Movie,hamilton: history has its eyes on you,TV_PG,47 min,"Historical, Musical",6.3,lin_manuel miranda,thomas kail,christopher jackson,leslie odom jr.,phillipa soo,renee goldsberry,
TV Show,united states of animals,TV_PG,1 Season,"Animals_Nature, Docuseries, Family",6.3,quincy dunn_baker,,,,,,
Movie,because of winn_dixie,PG,107 min,"Comedy, Drama, Family",6.3,jeff daniels,cicely tyson,dave matthews,eva saint,annasophia robb,,
Movie,splash,TV_PG,110 min,"Comedy, Fantasy, Romance",6.3,tom hanks,daryl hannah,eugene levy,john candy,dody goodman,shecky greene,
Movie,drain the bermuda triangle,TV_PG,45 min,Documentary,6.3,russell boulter,,,,,,
Movie,drain the sunken pirate city,TV_14,48 min,"Documentary, Historical",6.3,russell boulter,,,,,,
Movie,super rhino,G,4 min,"Action, Adventure, Animation, Comedy",6.3,miley cyrus,mark walton,susie essman,malcolm mcdowell,randy savage,,
Movie,forky asks a question: what is a pet?,TV_G,7 min,"Animation, Comedy, Family",6.3,tony hale,aloma wright,bob peterson,,,,
Movie,forky asks a question: what is a leader?,TV_G,6 min,"Animation, Comedy, Family",6.3,tony hale,bonnie hunt,bob peterson,,,,
Movie,aladdin and the king of thieves,G,86 min,"Action, Adventure, Animation, Family",6.3,val bettin,jim cummings,gilbert gottfried,linda larkin,jerry orbach,john rhys_davies,
Movie,aliens of the deep,G,100 min,"Action, Adventure, Animals_Nature, Documentary",6.3,dr. anatoly sagalevitch,genya chernaiev,victor nischeta,dr. pamela conrad,dr. arthur lane,dr. jim childress,
Movie,an extremely goofy movie,G,81 min,"Animation, Comedy, Family",6.3,bill farmer,jason marsden,jeff bennett,jim cummings,brad garrett,vicki lewis,
Movie,cars toon: monster truck mater,TV_Y7,6 min,"Animation, Comedy, Family",6.3,larry the cable guy ,keith ferguson,,,,,
Movie,cars toon: the radiator springs 500 1/2,TV_Y7,6 min,"Animation, Comedy, Family",6.3,owen wilson,larry the cable guy ,steve purcell,jess harnell,john cygan,â danny â mann,
Movie,descendants 2,TV_G,114 min,"ComingOfAge, Fantasy, Musical",6.3,dove cameron,cameron boyce,sofia carson,booboo stewart,mitchell hope,brenna d'amico,
Movie,disney descendants,TV_G,114 min,"ComingOfAge, Fantasy, Musical",6.3,dove cameron,cameron boyce,booboo stewart,sofia carson,mitchell hope,melanie paxson,
